txn_id,account_id,amount,txn_type,txn_date,status
TXN-0002129,ACC-00240,37281.95,debit,2024-04-12T10:17:07Z,completed
TXN-0002130,ACC-00144,39979.65,credit,2024-03-07T10:31:21Z,completed
TXN-0002131,ACC-00395,27140.69,credit,2025-03-19T13:45:06Z,pending
TXN-0002132,ACC-00020,30777.75,credit,2024-07-27T17:48:49Z,failed
TXN-0002133,ACC-00129,39121.53,debit,2024-04-06T13:14:22Z,pending
TXN-0002134,ACC-00292,33039.16,credit,2025-10-20T08:16:21Z,completed
TXN-0002135,ACC-00228,23136.75,credit,2024-01-07T21:21:42Z,pending
TXN-0002136,ACC-00019,48294.31,credit,2025-05-10T08:23:34Z,failed
TXN-0002137,ACC-00112,20431.14,debit,2024-08-02T17:19:14Z,failed
TXN-0002138,ACC-00283,15702.01,debit,2024-12-08T02:23:15Z,completed
TXN-0002139,ACC-00133,38299.08,credit,2024-07-20T14:11:28Z,pending
TXN-0002140,ACC-00066,11371.72,debit,2024-04-24T02:26:51Z,failed
TXN-0002141,ACC-00336,2479.93,debit,2025-05-23T10:38:38Z,completed
TXN-0002142,ACC-00095,34222.38,credit,2025-03-26T09:56:47Z,pending
TXN-0002143,ACC-00022,27670.83,debit,2024-02-17T05:38:02Z,failed
TXN-0002144,ACC-00133,48764.14,debit,2025-06-10T22:03:55Z,pending
TXN-0002145,ACC-00277,35916.25,debit,2024-09-28T15:25:59Z,completed
TXN-0002146,ACC-00040,25347.39,debit,2025-01-31T22:23:33Z,completed
TXN-0002147,ACC-00122,10202.89,credit,2025-10-06T00:14:59Z,failed
TXN-0002148,ACC-00213,3570.59,credit,2025-11-11T07:05:09Z,pending
TXN-0002149,ACC-00074,1235.71,credit,2024-09-17T04:35:15Z,pending
TXN-0002150,ACC-00460,32599.26,credit,2024-08-16T09:43:56Z,failed
TXN-0002151,ACC-00016,8016.48,debit,2024-08-13T22:15:31Z,completed
TXN-0002152,ACC-00467,29561.78,debit,2025-04-18T01:17:38Z,completed
TXN-0002153,ACC-00414,15655.98,credit,2024-06-15T21:26:35Z,pending
TXN-0002154,ACC-00426,29134.73,debit,2024-10-23T00:01:34Z,failed
TXN-0002155,ACC-00041,47759.01,debit,2025-03-15T03:51:51Z,failed
TXN-0002156,ACC-00295,31516.59,credit,2025-02-22T15:04:48Z,failed
TXN-0002157,ACC-00063,42379.91,debit,2025-04-16T13:12:06Z,pending
TXN-0002158,ACC-00338,26222.88,credit,2024-09-03T04:10:40Z,pending
TXN-0002159,ACC-00100,41800.61,credit,2025-12-08T15:34:00Z,completed
TXN-0002160,ACC-00169,12154.42,credit,2024-06-28T08:06:52Z,pending
TXN-0002161,ACC-00162,37409.67,debit,2025-06-22T07:49:10Z,completed
TXN-0002162,ACC-00228,36640.18,credit,2024-10-08T01:57:13Z,completed
TXN-0002163,ACC-00181,28023.3,debit,2025-12-11T10:02:30Z,pending
TXN-0002164,ACC-00335,24208.24,debit,2024-12-14T17:22:13Z,pending
TXN-0002165,ACC-00118,28467.54,debit,2025-12-20T00:36:52Z,failed
TXN-0002166,ACC-00126,38822.64,credit,2025-06-07T14:13:49Z,failed
TXN-0002167,ACC-00341,6907.87,credit,2025-09-10T03:49:48Z,pending
TXN-0002168,ACC-00175,15692.9,debit,2024-11-13T07:02:38Z,pending
TXN-0002169,ACC-00259,49162.4,credit,2025-05-06T09:04:24Z,completed
TXN-0002170,ACC-00461,8996.61,credit,2024-01-13T01:10:09Z,completed
TXN-0002171,ACC-00062,20931.86,credit,2025-07-30T23:48:07Z,completed
TXN-0002172,ACC-00065,43473.07,credit,2024-01-19T14:06:53Z,failed
TXN-0002173,ACC-00086,49496.68,debit,2025-02-03T22:22:38Z,failed
TXN-0002174,ACC-00471,19406.32,credit,2024-10-02T05:53:38Z,completed
TXN-0002175,ACC-00206,34846.74,debit,2025-07-07T00:20:04Z,pending
TXN-0002176,ACC-00061,16841.08,credit,2025-04-04T09:56:56Z,failed
TXN-0002177,ACC-00316,5389.48,debit,2024-02-27T06:50:49Z,failed
TXN-0002178,ACC-00472,17748.53,credit,2025-12-08T08:11:52Z,pending
TXN-0002179,ACC-00323,22488.24,credit,2024-08-12T16:46:39Z,pending
TXN-0002180,ACC-00359,6731.14,debit,2025-07-16T02:53:05Z,failed
TXN-0002181,ACC-00470,41005.48,debit,2024-04-28T06:15:53Z,completed
TXN-0002182,ACC-00304,29652.82,credit,2024-10-21T16:03:17Z,pending
TXN-0002183,ACC-00225,8836.94,credit,2025-08-23T09:52:56Z,completed
TXN-0002184,ACC-00119,14868.13,credit,2024-02-07T12:09:09Z,failed
TXN-0002185,ACC-00266,44865.18,credit,2024-08-09T13:34:46Z,pending
TXN-0002186,ACC-00197,15929.6,debit,2024-04-21T05:22:38Z,completed
TXN-0002187,ACC-00417,47252.69,debit,2024-11-30T09:48:12Z,failed
TXN-0002188,ACC-00143,28757.32,credit,2024-03-18T06:11:26Z,pending
TXN-0002189,ACC-00146,8280.46,credit,2024-07-31T16:54:21Z,pending
TXN-0002190,ACC-00225,11182.44,debit,2024-08-12T01:38:05Z,pending
TXN-0002191,ACC-00311,37673.69,debit,2025-06-01T15:13:22Z,pending
TXN-0002192,ACC-00073,4799.7,debit,2024-01-22T05:50:35Z,failed
TXN-0002193,ACC-00463,1988.21,debit,2024-01-06T04:14:47Z,pending
TXN-0002194,ACC-00427,41120.09,credit,2024-06-06T18:49:17Z,pending
TXN-0002195,ACC-00483,47394.04,credit,2025-07-22T15:08:09Z,pending
TXN-0002196,ACC-00267,6309.81,credit,2024-08-17T02:06:34Z,completed
TXN-0002197,ACC-00367,35316.4,debit,2024-12-11T04:18:38Z,pending
TXN-0002198,ACC-00253,13153.56,debit,2024-08-04T06:44:37Z,failed
TXN-0002199,ACC-00343,5824.02,credit,2025-09-16T04:57:20Z,completed
TXN-0002200,ACC-00382,39666.22,debit,2024-09-11T01:52:44Z,completed
TXN-0002201,ACC-00260,16767.52,credit,2025-05-04T19:40:56Z,failed
TXN-0002202,ACC-00263,33604.4,debit,2025-07-02T23:53:22Z,failed
TXN-0002203,ACC-00162,44613.73,debit,2024-12-02T14:44:40Z,completed
TXN-0002204,ACC-00478,35255.48,credit,2024-05-27T21:17:18Z,failed
TXN-0002205,ACC-00339,41881.91,debit,2025-05-07T19:53:03Z,failed
TXN-0002206,ACC-00005,12296.44,credit,2025-11-08T09:23:54Z,completed
TXN-0002207,ACC-00345,9784.72,credit,2024-04-27T14:55:03Z,pending
TXN-0002208,ACC-00417,9356.06,credit,2024-08-07T12:02:23Z,completed
TXN-0002209,ACC-00102,31739.0,debit,2025-02-05T00:38:44Z,failed
TXN-0002210,ACC-00384,10710.24,credit,2024-02-22T05:50:27Z,pending
TXN-0002211,ACC-00286,30561.25,debit,2024-01-31T03:31:18Z,pending
TXN-0002212,ACC-00353,13154.43,credit,2025-05-05T03:11:03Z,failed
TXN-0002213,ACC-00121,31886.09,credit,2025-02-16T00:30:44Z,failed
TXN-0002214,ACC-00489,9004.04,credit,2025-10-14T23:37:55Z,completed
TXN-0002215,ACC-00449,14606.5,credit,2025-01-15T18:23:59Z,failed
TXN-0002216,ACC-00201,29892.51,credit,2024-08-17T10:58:34Z,completed
TXN-0002217,ACC-00113,5619.26,credit,2024-11-21T21:47:58Z,pending
TXN-0002218,ACC-00167,12370.57,credit,2024-03-30T23:01:33Z,completed
TXN-0002219,ACC-00238,47815.82,debit,2024-09-26T23:20:03Z,failed
TXN-0002220,ACC-00204,35241.24,credit,2025-10-14T12:59:14Z,pending
TXN-0002221,ACC-00308,20600.73,debit,2024-01-23T11:54:03Z,pending
TXN-0002222,ACC-00138,25374.86,credit,2024-02-17T05:27:17Z,failed
TXN-0002223,ACC-00396,16160.28,credit,2024-11-15T09:51:56Z,pending
TXN-0002224,ACC-00415,22098.14,credit,2024-07-21T11:47:19Z,completed
TXN-0002225,ACC-00138,24275.78,debit,2024-09-20T23:06:20Z,failed
TXN-0002226,ACC-00420,2282.38,credit,2024-11-14T07:26:27Z,completed
TXN-0002227,ACC-00294,43781.22,debit,2025-08-28T11:54:09Z,failed
TXN-0002228,ACC-00057,47393.94,credit,2024-04-10T08:44:54Z,failed
TXN-0002229,ACC-00277,996.98,debit,2025-09-15T06:03:36Z,pending
TXN-0002230,ACC-00047,39021.9,credit,2025-12-09T13:10:22Z,pending
TXN-0002231,ACC-00393,38300.88,debit,2025-05-23T16:48:34Z,completed
TXN-0002232,ACC-00266,10523.96,debit,2024-05-01T22:33:35Z,failed
TXN-0002233,ACC-00203,42986.28,debit,2024-08-13T09:29:12Z,completed
TXN-0002234,ACC-00467,18694.62,credit,2024-06-16T11:21:24Z,failed
TXN-0002235,ACC-00376,12435.94,debit,2024-01-29T00:29:10Z,completed
TXN-0002236,ACC-00387,47017.82,debit,2025-01-24T12:37:29Z,pending
TXN-0002237,ACC-00406,24245.51,debit,2024-08-07T21:10:29Z,pending
TXN-0002238,ACC-00013,11501.03,debit,2024-01-27T05:40:04Z,pending
TXN-0002239,ACC-00384,6183.02,credit,2025-05-23T23:13:45Z,pending
TXN-0002240,ACC-00068,40914.98,credit,2025-10-31T12:32:26Z,completed
TXN-0002241,ACC-00040,3695.44,credit,2024-01-16T15:42:04Z,completed
TXN-0002242,ACC-00381,41512.75,debit,2024-03-15T05:18:19Z,failed
TXN-0002243,ACC-00302,39631.21,debit,2025-10-07T19:45:22Z,failed
TXN-0002244,ACC-00440,15610.17,credit,2024-11-26T05:25:15Z,failed
TXN-0002245,ACC-00381,1172.57,credit,2024-12-22T10:37:16Z,completed
TXN-0002246,ACC-00052,13214.23,credit,2024-10-19T11:58:24Z,pending
TXN-0002247,ACC-00220,4654.03,credit,2025-03-11T17:43:41Z,pending
TXN-0002248,ACC-00248,14221.86,debit,2024-10-24T00:36:29Z,completed
TXN-0002249,ACC-00255,36378.15,credit,2025-08-15T09:45:56Z,failed
TXN-0002250,ACC-00366,5416.11,debit,2025-03-24T20:27:15Z,completed
TXN-0002251,ACC-00204,38560.52,credit,2024-10-14T05:58:29Z,pending
TXN-0002252,ACC-00289,5448.31,credit,2024-09-15T05:02:47Z,completed
TXN-0002253,ACC-00415,31496.06,debit,2024-03-15T02:10:49Z,failed
TXN-0002254,ACC-00087,10384.88,credit,2025-04-05T21:57:19Z,completed
TXN-0002255,ACC-00043,7067.39,credit,2025-02-10T12:59:19Z,failed
TXN-0002256,ACC-00430,28332.39,debit,2024-02-15T18:35:23Z,pending
TXN-0002257,ACC-00130,20593.52,credit,2025-10-10T00:54:57Z,completed
TXN-0002258,ACC-00019,16072.83,credit,2025-11-07T20:35:37Z,completed
TXN-0002259,ACC-00138,34520.18,credit,2025-02-27T18:30:40Z,pending
TXN-0002260,ACC-00161,47973.8,debit,2024-09-06T23:29:39Z,pending
TXN-0002261,ACC-00363,24150.33,debit,2025-12-16T12:58:45Z,completed
TXN-0002262,ACC-00218,34963.08,credit,2024-04-08T20:43:02Z,completed
TXN-0002263,ACC-00083,25997.43,debit,2024-05-09T02:08:10Z,completed
TXN-0002264,ACC-00225,43487.59,debit,2024-01-31T08:10:02Z,pending
TXN-0002265,ACC-00254,8536.93,credit,2024-04-18T15:16:47Z,failed
TXN-0002266,ACC-00448,27354.71,credit,2024-01-08T04:35:29Z,pending
TXN-0002267,ACC-00061,21774.53,credit,2025-07-13T04:42:36Z,failed
TXN-0002268,ACC-00139,26124.48,credit,2025-03-13T22:11:14Z,failed
TXN-0002269,ACC-00085,7076.74,debit,2025-09-15T13:31:57Z,failed
TXN-0002270,ACC-00488,35724.03,credit,2025-01-01T16:46:08Z,pending
TXN-0002271,ACC-00108,46810.19,debit,2024-05-07T13:37:19Z,failed
TXN-0002272,ACC-00367,41470.57,debit,2024-09-03T18:08:02Z,pending
TXN-0002273,ACC-00092,7518.3,debit,2024-01-05T08:26:12Z,pending
TXN-0002274,ACC-00360,9384.53,debit,2025-02-21T16:02:29Z,pending
TXN-0002275,ACC-00170,4736.63,credit,2025-04-06T17:26:03Z,completed
TXN-0002276,ACC-00035,17523.29,debit,2024-09-24T22:28:22Z,failed
TXN-0002277,ACC-00008,46394.05,credit,2024-08-08T17:38:25Z,pending
TXN-0002278,ACC-00300,36466.43,credit,2025-04-30T01:32:28Z,pending
TXN-0002279,ACC-00479,12738.21,debit,2024-03-01T04:15:34Z,failed
TXN-0002280,ACC-00079,5149.71,debit,2024-08-05T11:18:31Z,completed
TXN-0002281,ACC-00135,28183.42,debit,2025-09-10T23:00:12Z,failed
TXN-0002282,ACC-00301,32241.86,credit,2024-09-13T10:37:55Z,failed
TXN-0002283,ACC-00396,42670.16,credit,2025-09-19T01:09:17Z,failed
TXN-0002284,ACC-00447,30794.74,credit,2024-06-11T13:45:35Z,completed
TXN-0002285,ACC-00002,39168.46,debit,2024-03-11T22:40:07Z,failed
TXN-0002286,ACC-00076,7167.52,credit,2025-11-10T07:59:18Z,completed
TXN-0002287,ACC-00166,3890.29,debit,2024-04-16T09:23:51Z,failed
TXN-0002288,ACC-00414,21985.01,credit,2024-09-11T01:23:15Z,pending
TXN-0002289,ACC-00257,38000.61,debit,2025-03-11T01:51:43Z,pending
TXN-0002290,ACC-00194,38696.21,credit,2024-10-02T17:31:25Z,pending
TXN-0002291,ACC-00430,26099.76,debit,2025-11-17T01:38:13Z,failed
TXN-0002292,ACC-00432,10695.75,debit,2025-05-07T06:19:36Z,pending
TXN-0002293,ACC-00365,7145.06,credit,2025-03-11T08:12:49Z,pending
TXN-0002294,ACC-00251,34755.29,credit,2025-06-16T08:10:40Z,completed
TXN-0002295,ACC-00286,44988.21,credit,2024-05-18T06:23:30Z,completed
TXN-0002296,ACC-00444,18284.99,credit,2025-08-21T15:43:26Z,failed
TXN-0002297,ACC-00178,36424.85,debit,2025-04-24T05:13:57Z,failed
TXN-0002298,ACC-00449,49895.01,debit,2024-10-24T01:31:22Z,pending
TXN-0002299,ACC-00092,46659.69,debit,2024-06-01T02:38:57Z,pending
TXN-0002300,ACC-00185,26300.6,debit,2025-03-31T07:20:38Z,pending
TXN-0002301,ACC-00169,4706.33,credit,2025-12-12T07:52:54Z,pending
TXN-0002302,ACC-00258,46078.28,credit,2024-01-27T01:00:38Z,failed
TXN-0002303,ACC-00141,32084.06,credit,2024-02-04T02:40:45Z,failed
TXN-0002304,ACC-00361,12652.64,debit,2025-03-20T10:13:31Z,completed
TXN-0002305,ACC-00442,35901.76,credit,2025-04-16T21:28:59Z,failed
TXN-0002306,ACC-00233,24515.53,credit,2025-08-05T11:49:12Z,failed
TXN-0002307,ACC-00385,27279.82,debit,2024-01-30T15:58:48Z,pending
TXN-0002308,ACC-00015,30646.41,debit,2025-07-02T02:04:30Z,failed
TXN-0002309,ACC-00091,43545.79,debit,2024-03-05T07:57:46Z,pending
TXN-0002310,ACC-00428,42290.31,debit,2024-12-10T09:09:54Z,failed
TXN-0002311,ACC-00364,3117.21,debit,2025-10-28T08:14:03Z,failed
TXN-0002312,ACC-00143,49170.19,debit,2025-05-23T20:02:47Z,failed
TXN-0002313,ACC-00378,834.71,credit,2025-11-28T07:01:14Z,failed
TXN-0002314,ACC-00087,45286.33,credit,2025-02-05T01:17:01Z,completed
TXN-0002315,ACC-00482,33225.1,credit,2025-10-12T16:10:14Z,failed
TXN-0002316,ACC-00343,3075.11,debit,2025-10-02T20:00:03Z,failed
TXN-0002317,ACC-00076,36448.12,debit,2024-05-14T01:13:18Z,pending
TXN-0002318,ACC-00023,13777.0,debit,2025-06-18T22:36:35Z,failed
TXN-0002319,ACC-00210,8649.24,debit,2024-08-29T16:31:37Z,pending
TXN-0002320,ACC-00288,17534.89,credit,2024-12-28T03:34:20Z,failed
TXN-0002321,ACC-00429,34814.91,credit,2024-03-09T11:27:28Z,completed
TXN-0002322,ACC-00471,4529.0,debit,2024-05-24T04:55:57Z,pending
TXN-0002323,ACC-00303,31331.62,debit,2025-08-18T12:44:40Z,completed
TXN-0002324,ACC-00404,522.92,credit,2024-12-23T13:31:45Z,completed
TXN-0002325,ACC-00450,36214.11,debit,2024-08-27T01:28:41Z,failed
TXN-0002326,ACC-00329,47132.93,debit,2025-08-03T12:42:10Z,failed
TXN-0002327,ACC-00068,15525.04,credit,2025-07-02T07:11:24Z,pending
TXN-0002328,ACC-00092,13948.89,credit,2024-11-17T13:11:53Z,completed
TXN-0002329,ACC-00428,9413.08,debit,2024-05-17T13:36:30Z,pending
TXN-0002330,ACC-00133,34878.21,credit,2024-03-12T18:41:08Z,pending
TXN-0002331,ACC-00182,28935.23,credit,2025-08-22T22:01:49Z,failed
TXN-0002332,ACC-00268,22484.21,debit,2024-01-29T12:43:01Z,failed
TXN-0002333,ACC-00198,7786.06,debit,2025-06-29T09:43:23Z,pending
TXN-0002334,ACC-00178,32300.75,credit,2024-06-10T03:05:29Z,pending
TXN-0002335,ACC-00359,48424.55,credit,2024-03-11T11:50:32Z,failed
TXN-0002336,ACC-00396,10536.89,debit,2024-12-29T06:20:23Z,pending
TXN-0002337,ACC-00017,46096.05,debit,2025-01-04T02:33:11Z,completed
TXN-0002338,ACC-00240,29341.45,credit,2025-03-13T21:25:25Z,pending
TXN-0002339,ACC-00338,29419.95,debit,2024-09-07T09:27:01Z,failed
TXN-0002340,ACC-00054,31473.97,debit,2024-05-03T07:19:25Z,pending
TXN-0002341,ACC-00244,16736.29,debit,2024-05-25T08:00:41Z,pending
TXN-0002342,ACC-00157,8138.12,debit,2025-08-07T03:08:17Z,completed
TXN-0002343,ACC-00225,40461.26,credit,2025-04-06T01:02:07Z,failed
TXN-0002344,ACC-00356,21748.99,credit,2025-01-02T20:01:23Z,completed
TXN-0002345,ACC-00130,36168.9,credit,2025-01-09T19:31:31Z,failed
TXN-0002346,ACC-00206,15009.36,debit,2025-08-15T18:34:32Z,failed
TXN-0002347,ACC-00056,21049.88,credit,2025-03-24T13:09:23Z,pending
TXN-0002348,ACC-00304,1428.73,debit,2025-12-17T09:55:02Z,pending
TXN-0002349,ACC-00454,29842.96,debit,2025-03-17T04:04:07Z,completed
TXN-0002350,ACC-00067,33170.66,debit,2024-03-11T05:09:10Z,pending
TXN-0002351,ACC-00406,38291.39,credit,2024-12-22T07:02:23Z,pending
TXN-0002352,ACC-00085,23029.93,debit,2024-06-04T15:50:54Z,completed
TXN-0002353,ACC-00155,15377.03,debit,2024-07-02T10:46:51Z,completed
TXN-0002354,ACC-00224,4509.25,debit,2024-04-29T17:20:21Z,failed
TXN-0002355,ACC-00285,42283.57,credit,2024-01-04T20:10:38Z,pending
TXN-0002356,ACC-00082,17236.25,credit,2025-03-03T01:33:24Z,failed
TXN-0002357,ACC-00202,34939.29,credit,2025-06-03T04:33:57Z,pending
TXN-0002358,ACC-00426,23174.74,debit,2025-08-15T16:23:52Z,completed
TXN-0002359,ACC-00199,6425.99,debit,2024-11-06T14:22:11Z,pending
TXN-0002360,ACC-00460,14160.45,credit,2025-04-08T15:44:49Z,pending
TXN-0002361,ACC-00274,3583.77,credit,2025-06-04T07:24:22Z,failed
TXN-0002362,ACC-00497,29321.86,debit,2025-11-18T20:33:33Z,failed
TXN-0002363,ACC-00092,38392.43,credit,2024-10-08T09:23:48Z,pending
TXN-0002364,ACC-00257,41162.08,credit,2025-12-11T09:07:07Z,completed
TXN-0002365,ACC-00331,11504.44,credit,2024-05-26T00:01:30Z,completed
TXN-0002366,ACC-00109,15097.59,debit,2024-09-20T18:21:14Z,pending
TXN-0002367,ACC-00335,8994.6,debit,2024-08-09T08:06:58Z,pending
TXN-0002368,ACC-00199,33763.97,credit,2024-01-28T01:12:57Z,pending
TXN-0002369,ACC-00491,47750.9,debit,2024-05-07T00:39:36Z,pending
TXN-0002370,ACC-00350,25867.91,debit,2024-12-27T02:47:14Z,completed
TXN-0002371,ACC-00178,34303.59,debit,2025-05-24T10:16:36Z,pending
TXN-0002372,ACC-00412,40345.97,debit,2024-09-04T19:04:17Z,completed
TXN-0002373,ACC-00295,25349.01,credit,2024-01-10T00:01:41Z,pending
TXN-0002374,ACC-00335,47996.09,credit,2024-11-24T03:10:13Z,completed
TXN-0002375,ACC-00156,21249.64,debit,2025-04-13T20:35:29Z,pending
TXN-0002376,ACC-00258,18641.89,credit,2025-07-07T01:04:46Z,pending
TXN-0002377,ACC-00433,26751.67,credit,2024-03-27T17:43:10Z,completed
TXN-0002378,ACC-00218,26586.05,credit,2025-11-06T23:50:03Z,failed
TXN-0002379,ACC-00041,7520.21,credit,2025-12-26T14:19:22Z,failed
TXN-0002380,ACC-00303,12892.57,credit,2024-12-03T18:54:02Z,completed
TXN-0002381,ACC-00238,14086.42,debit,2025-11-05T02:46:02Z,pending
TXN-0002382,ACC-00236,18355.84,credit,2024-07-14T23:42:45Z,pending
TXN-0002383,ACC-00173,33750.14,debit,2025-02-25T13:33:55Z,pending
TXN-0002384,ACC-00092,14662.69,credit,2024-01-14T14:34:39Z,pending
TXN-0002385,ACC-00167,14884.87,debit,2025-04-07T18:07:25Z,completed
TXN-0002386,ACC-00183,36595.48,credit,2024-07-12T02:44:16Z,completed
TXN-0002387,ACC-00044,26749.73,debit,2025-07-18T12:17:57Z,completed
TXN-0002388,ACC-00325,24673.02,credit,2024-09-25T06:28:00Z,pending
TXN-0002389,ACC-00353,30862.44,credit,2024-02-01T13:36:10Z,completed
TXN-0002390,ACC-00168,18640.39,debit,2025-04-18T07:10:20Z,failed
TXN-0002391,ACC-00327,40624.01,debit,2024-10-23T15:22:27Z,failed
TXN-0002392,ACC-00372,3939.16,credit,2024-11-24T04:31:42Z,pending
TXN-0002393,ACC-00012,9197.33,credit,2025-07-14T11:29:10Z,failed
TXN-0002394,ACC-00381,44146.39,credit,2024-03-31T10:19:38Z,completed
TXN-0002395,ACC-00293,13049.53,credit,2025-04-23T03:16:13Z,failed
TXN-0002396,ACC-00277,42712.33,debit,2025-06-23T05:53:27Z,completed
TXN-0002397,ACC-00192,28667.23,debit,2025-08-13T20:49:50Z,pending
TXN-0002398,ACC-00141,37343.74,debit,2024-08-03T00:55:44Z,failed
TXN-0002399,ACC-00344,2288.06,credit,2025-12-07T14:54:08Z,completed
TXN-0002400,ACC-00348,14246.34,debit,2024-11-12T06:26:14Z,completed
TXN-0002401,ACC-00010,39102.75,debit,2024-08-01T10:03:32Z,pending
TXN-0002402,ACC-00237,29954.37,credit,2024-03-16T10:57:51Z,completed
TXN-0002403,ACC-00116,904.63,credit,2024-06-20T16:48:52Z,completed
TXN-0002404,ACC-00314,14392.28,credit,2025-04-01T15:30:51Z,pending
TXN-0002405,ACC-00326,29761.94,credit,2025-01-04T09:52:49Z,failed
TXN-0002406,ACC-00007,17148.19,credit,2024-09-26T00:44:09Z,pending
TXN-0002407,ACC-00078,23097.92,credit,2024-06-12T14:33:56Z,failed
TXN-0002408,ACC-00358,8501.5,credit,2024-07-17T14:27:19Z,pending
TXN-0002409,ACC-00017,33035.26,debit,2025-05-05T09:51:07Z,pending
TXN-0002410,ACC-00288,49247.38,debit,2024-06-10T05:02:05Z,failed
TXN-0002411,ACC-00272,18460.2,credit,2025-08-06T04:59:55Z,pending
TXN-0002412,ACC-00232,33725.39,debit,2024-05-01T02:11:45Z,failed
TXN-0002413,ACC-00300,8337.55,credit,2025-03-14T18:21:29Z,pending
TXN-0002414,ACC-00213,49791.3,debit,2025-08-06T14:53:42Z,pending
TXN-0002415,ACC-00285,37202.86,debit,2024-10-18T11:48:25Z,failed
TXN-0002416,ACC-00068,18922.06,debit,2024-03-16T07:50:05Z,pending
TXN-0002417,ACC-00112,10566.05,debit,2025-03-19T07:27:29Z,pending
TXN-0002418,ACC-00092,43244.8,credit,2025-03-03T06:03:16Z,pending
TXN-0002419,ACC-00181,37564.29,credit,2025-11-30T09:46:14Z,failed
TXN-0002420,ACC-00143,15970.86,credit,2025-05-04T13:11:23Z,completed
TXN-0002421,ACC-00341,44238.01,credit,2025-01-25T03:38:15Z,failed
TXN-0002422,ACC-00273,19609.28,credit,2025-01-19T08:21:34Z,pending
TXN-0002423,ACC-00147,41307.1,credit,2024-05-01T22:05:30Z,completed
TXN-0002424,ACC-00205,14421.1,credit,2025-08-15T14:08:14Z,pending
TXN-0002425,ACC-00336,8614.36,debit,2024-10-24T18:13:32Z,failed
TXN-0002426,ACC-00335,20905.58,credit,2024-11-14T16:25:51Z,completed
TXN-0002427,ACC-00326,1453.02,debit,2024-04-17T15:10:12Z,failed
TXN-0002428,ACC-00318,25168.56,debit,2025-04-10T16:45:38Z,failed
TXN-0002429,ACC-00375,20439.35,debit,2024-09-09T10:49:03Z,failed
TXN-0002430,ACC-00128,8323.78,credit,2025-06-15T13:27:07Z,completed
TXN-0002431,ACC-00488,18515.43,credit,2025-03-04T19:05:42Z,failed
TXN-0002432,ACC-00443,9652.39,debit,2024-12-21T13:25:50Z,pending
TXN-0002433,ACC-00371,43732.64,debit,2025-01-01T17:51:57Z,failed
TXN-0002434,ACC-00472,9990.07,debit,2024-08-15T13:34:43Z,completed
TXN-0002435,ACC-00458,1545.46,credit,2024-12-22T15:58:35Z,completed
TXN-0002436,ACC-00351,30162.85,debit,2025-09-10T20:33:46Z,completed
TXN-0002437,ACC-00499,23070.85,debit,2025-09-16T05:48:39Z,failed
TXN-0002438,ACC-00429,16563.63,debit,2024-07-09T04:35:08Z,pending
TXN-0002439,ACC-00370,48123.74,debit,2025-08-04T11:04:31Z,completed
TXN-0002440,ACC-00350,33843.94,credit,2025-10-31T15:59:40Z,pending
TXN-0002441,ACC-00037,39152.35,credit,2025-11-17T02:58:07Z,failed
TXN-0002442,ACC-00276,6049.98,debit,2024-12-06T14:37:34Z,pending
TXN-0002443,ACC-00424,36301.86,credit,2025-09-22T10:29:01Z,pending
TXN-0002444,ACC-00425,41115.97,debit,2024-10-09T05:46:07Z,pending
TXN-0002445,ACC-00367,46369.57,credit,2024-11-28T21:28:09Z,completed
TXN-0002446,ACC-00054,7300.04,credit,2025-08-11T17:02:00Z,failed
TXN-0002447,ACC-00386,39581.14,debit,2024-10-11T15:23:36Z,pending
TXN-0002448,ACC-00337,16992.39,debit,2025-09-09T22:11:04Z,pending
TXN-0002449,ACC-00108,13226.12,credit,2025-05-13T16:24:37Z,failed
TXN-0002450,ACC-00038,22912.64,credit,2025-08-07T11:39:46Z,completed
TXN-0002451,ACC-00388,13000.72,credit,2025-06-19T07:30:34Z,pending
TXN-0002452,ACC-00170,39368.91,credit,2025-03-17T08:35:49Z,pending
TXN-0002453,ACC-00305,1788.2,debit,2024-04-24T23:22:00Z,failed
TXN-0002454,ACC-00148,1298.0,credit,2025-03-13T17:08:11Z,pending
TXN-0002455,ACC-00366,14561.62,debit,2025-03-16T21:34:30Z,failed
TXN-0002456,ACC-00157,23764.77,credit,2025-06-06T22:49:29Z,pending
TXN-0002457,ACC-00080,37186.91,debit,2024-04-23T19:26:42Z,failed
TXN-0002458,ACC-00150,42957.52,credit,2025-05-09T14:06:36Z,completed
TXN-0002459,ACC-00015,42546.11,credit,2024-04-25T05:41:36Z,failed
TXN-0002460,ACC-00007,12971.8,credit,2025-01-05T11:26:45Z,failed
TXN-0002461,ACC-00461,8521.34,credit,2025-05-15T02:15:44Z,completed
TXN-0002462,ACC-00301,42630.67,credit,2025-02-10T11:42:59Z,pending
TXN-0002463,ACC-00194,43270.57,credit,2025-05-18T14:36:50Z,completed
TXN-0002464,ACC-00446,26262.32,debit,2025-01-10T22:23:04Z,pending
TXN-0002465,ACC-00008,33437.57,debit,2024-09-22T22:11:00Z,completed
TXN-0002466,ACC-00159,10322.26,debit,2024-08-04T04:10:40Z,failed
TXN-0002467,ACC-00399,36438.36,debit,2025-05-19T20:48:57Z,completed
TXN-0002468,ACC-00183,24940.01,debit,2025-10-14T10:18:31Z,failed
